FACID,YR,LAT,LON,LLDESC,LLSRC,RDATUM,CDATE
37636,2024,40.662334,96.178490,40' NE of office entrance,GPS-DIF,83,2000-04-29
37669,2024,40.725832,96.237499,entrance gate,GPS-WAAS,83,2006-03-29
37747,2024,40.674261,95.849710,"10'N of entrance, N of 4th Corso",GPS-DIF,83,2000-04-29
37756,2024,40.145563,96.350888,"70' S of office, 20' N of fertilizer tanks",GPS-DIF,83,2000-04-29
37759,2024,40.034760,96.048466,40'SW of door,GPS-DIF,83,2000-04-29
37788,2024,40.147234,96.350411,30' E of door,GPS-DIF,83,2000-04-29
37793,2024,40.123550,96.154640,entrance to building,GPS-WAAS,83,2013-06-27
37833,2024,40.111315,96.159214,20' S of door,GPS-DIF,83,2000-04-29
37874,2024,40.841070,101.705600,west entrance,GPS-WAAS,83,2007-05-21
37918,2024,40.845090,101.388660,west side white building,GPS-WAAS,83,2007-05-31
37927,2024,40.840957,101.707406,east drive,GOOGLE,84,2016-03-23
37961,2024,40.766680,102.040504,north drive on Rd 755/Pennsylvania Ave,GOOGLE,84,2016-03-23
37963,2024,40.846850,101.418320,east side of office building,GPS-WAAS,83,2007-05-31
37993,2024,40.871524,101.726894,north drive to airport,GOOGLE,84,2020-02-18
37999,2024,40.843840,101.725360,northeast corner of property,GPS-WAAS,83,2007-05-31
38037,2024,40.432802,99.397345,E side of main drive on Hwy 6,GPS-DIF,83,2001-06-05
38038,2024,40.438180,99.400960,east of main entrance about 30 feet,GPS-WAAS,83,2006-03-31
38039,2024,40.451870,99.296220,northeast entrance gate,GPS-WAAS,83,2008-01-04
38043,2024,40.437820,99.366430,northwest corner of station,GPS-WAAS,83,2005-10-25
38048,2024,40.460500,99.250760,30 feet east of weigh scale building,GPS-WAAS,83,2008-03-28
38054,2024,40.528961,99.636446,west drive,GOOGLE,84,2016-03-23
38191,2024,40.439396,99.388957,south drive on Brown St,GOOGLE,84,2016-03-23
38207,2024,40.575753,99.418004,drive,GOOGLE,84,2016-03-23
38208,2024,40.433690,99.389130,drive (601 W 1st Ave),DIG-DOQ,83,2009-04-29
38273,2024,40.423373,99.409571,S side of S drive on W 13th,GPS-DIF,83,2001-06-05
38279,2024,40.406783,99.322630,drive,GOOGLE,84,2018-03-30
38300,2024,40.451306,99.339733,quonset A,DIG-DOQ,83,2014-05-29
38409,2024,42.348530,97.796100,10 feet north of facility entrance door to office,GPS-WAAS,83,2008-01-03
38420,2024,42.354570,97.597000,,ADDMAT,83,2008-12-02
38477,2024,42.349518,97.794974,drive to station from Locust,GOOGLE,84,2016-03-23
38546,2024,42.352222,97.604444,at scale office,GPS-WAAS,83,2005-10-19
38640,2024,42.350530,97.804530,west driveway into facility from Hwy 20,GPS-WAAS,83,2007-02-27
38662,2024,42.357196,97.601518,driveway from Main St,GOOGLE,84,2016-03-23
38706,2024,41.430740,97.283910,parking 40' N of gate,GPS-DIF,83,2000-08-09
38713,2024,41.439585,97.346011,20' NW of door,GPS-DIF,83,2000-08-09
38716,2024,41.424318,97.286236,25' SE of office door,GPS-DIF,83,2000-08-09
38718,2024,41.433580,97.287065,E side of S driveway entrance,GPS-DIF,83,2001-04-05
38719,2024,41.436976,97.341507,"main entrance, 20' W of door, W side",GPS-DIF,83,2013-06-26
38724,2024,41.437690,97.278820,"pkg lot,~50' from office bldg entr, N side bldg",GPS-WAAS,83,2005-09-12
38840,2024,41.453674,97.361328,20' SE of door,GPS-DIF,83,2000-08-09
38854,2024,41.436504,97.343494,6' W of scale,GPS-DIF,83,2000-08-09
38874,2024,41.436400,97.381386,15' NE of office door,GPS-DIF,83,2000-08-09
38879,2024,41.473547,97.522268,20' W of office,GPS-DIF,83,2000-08-09
38907,2024,41.424188,97.368614,10' N of door,GPS-DIF,83,2000-08-09
39069,2024,41.392950,97.485537,40' E of office door,GPS-DIF,83,2000-08-09
39076,2024,41.615002,97.500985,45' SW of office,GPS-DIF,83,2000-08-09
39087,2024,41.473543,97.599448,8' N of office,GPS-DIF,83,2000-08-09
39160,2024,41.427920,97.330120,20' E of door,GPS-DIF,83,2000-08-09
39167,2024,41.697827,97.694052,20' SE of office,GPS-DIF,83,2000-08-09
39168,2024,41.443980,97.391000,parking lot east of building,GOOGLE,84,2017-02-23
39194,2024,41.428405,97.369327,gate,GPS-DIF,83,2000-08-09
39223,2024,41.429945,97.360699,curb 15' NE of door,GPS-DIF,83,2000-08-09
39285,2024,41.422900,97.290970,guard shack on the north side of the ADM facility,GPS-WAAS,83,2013-11-04
39293,2024,41.699737,97.469098,inside gate,GPS-DIF,83,2000-08-09
39378,2024,41.436063,97.343964,30' SE of door,GPS-DIF,83,2000-08-09
39498,2024,41.436710,97.270632,40' NW of office door,GPS-DIF,83,2000-08-09
39525,2024,41.437360,97.252520,northern curb of drive entrance at jct w/E59th Ave,GPS-WAAS,83,2006-07-28
39527,2024,41.438440,97.243870,near entrance from Hwy 30 - about 10 feet west,GPS-WAAS,83,2005-09-22
39582,2024,41.700370,97.465655,"E drive, 70' SE of door",GPS-DIF,83,2000-08-09
39586,2024,41.691949,97.484389,"curb, 50' W of door",GPS-DIF,83,2000-08-09
39677,2024,41.178737,97.548285,25' SW of door,GPS-DIF,83,2000-08-09
39694,2024,41.079724,97.781464,site,GOOGLE,84,2016-03-23
39749,2024,41.083213,97.579017,S drive old plant w/ propane bulk,GPS-DIF,83,2006-09-05
39756,2024,41.182124,97.545236,inside gate,GPS-DIF,83,2000-08-09
39817,2024,41.109982,97.595588,"20' E of W bin S of railroad tracks, 70' NW of off",GPS-DIF,83,2000-08-09
39851,2024,41.078949,97.784302,drive to grain elevator from Jct Oak St & Polk Ave,DIG-DOQ,84,2014-12-09
39871,2024,40.192440,100.621510,approx 15 feet south of front door,GPS-WAAS,83,2006-01-06
39873,2024,40.196568,100.619743,office at plant,GOOGLE,84,2019-03-13
39880,2024,40.197763,100.622151,building,GOOGLE,84,2016-03-23
39986,2024,40.220810,100.650460,east entrance gate on west side of Hwy 83,GPS-WAAS,83,2010-01-11
40172,2024,40.374330,100.701720,site,UNKNOWN,83,2012-01-24
40242,2024,40.197651,100.625951,visitor parking at south end of Norris Ave,GOOGLE,84,2016-03-23
40292,2024,40.233120,100.419187,west drive,DIG-DOQ,84,2015-03-06
40306,2024,40.041340,100.405510,between the two elevators on Granville Ave,DIG-DOQ,83,2009-02-26
40319,2024,40.204450,100.607637,drive,GOOGLE,84,2017-03-02
40341,2024,40.117583,95.605528,gate,GPS-DIF,83,2000-04-29
40447,2024,40.057472,95.607636,100'Ne of plant,GPS-DIF,83,2000-04-29
40493,2024,40.228966,95.774584,20'SE of office door,GPS-DIF,83,2000-04-29
40506,2024,40.049688,95.598390,20' N of scale,GPS-DIF,83,2000-04-29
40521,2024,40.053909,95.428961,100'E of office,GPS-DIF,83,2000-04-29
40565,2024,40.056642,95.607503,10' NE of gate,GPS-DIF,83,2000-04-29
40567,2024,40.031492,95.426055,south drive to potable water plant,LEGAL,83,2019-01-15
40639,2024,40.056803,95.581694,gate,GPS-DIF,83,2000-04-29
40737,2024,42.587560,99.539527,60' E of entrance,GPS-DIF,83,2000-04-29
40818,2024,40.626199,96.962687,8' S of entrance to office at 14th & Norman,GPS-DIF,83,2000-04-29
40819,2024,40.580877,96.965632,15' NE of plant entrance,GPS-DIF,83,2000-04-29
40853,2024,40.622724,96.972318,10' E of office entrance,GPS-DIF,83,2000-04-29
40910,2024,40.646060,97.114910,front door of main office building,GPS-WAAS,83,2005-09-27
41000,2024,40.393138,96.918750,Next to plant in parking lot 50' SE of office entr,GPS-DIF,83,2000-04-29
41122,2024,40.377941,97.079566,50' ENE of bins at address,GPS-DIF,83,2000-04-29
41166,2024,40.637560,96.945724,20' W of entrance,GPS-DIF,83,2000-04-29
41206,2024,40.647191,97.120025,10' SE of entrance to office,GPS-DIF,83,2000-04-29
41253,2024,41.098288,95.913146,50'W of gate (W side RR tracks),GPS-DIF,83,2000-04-29
41261,2024,41.160542,95.963549,gate entrance,GOOGLE,84,2016-03-23
41316,2024,41.151164,95.917221,drive,GPS-DIF,83,2016-03-23
41652,2024,41.184007,96.080109,65'W & 10'N of 'Shipping & Receiving' door at SW c,GPS-DIF,83,2000-04-29
41787,2024,41.168556,96.136211,150'N & 10'W of main door,GPS-DIF,83,2000-04-29
41936,2024,41.085821,96.047936,S end of entrance gate,GPS-DIF,83,2000-04-29
41950,2024,41.153790,96.139760,north drive,DIG-DOQ,83,2016-01-29
41964,2024,41.017217,103.686330,site,UNKNOWN,83,2012-03-01
42013,2024,41.144067,96.238723,25'W of S end of W gas pumps,GPS-DIF,83,2000-04-29
42025,2024,41.112039,95.917570,entrance to building,GOOGLE,84,2021-02-01
42101,2024,41.180470,96.111970,northwesternmost drive,DIG-DOQ,83,2012-02-10
42176,2024,41.091811,96.254445,25'E of double doors to store,GPS-DIF,83,2000-04-29
42422,2024,41.162219,96.142748,south drive,GOOGLE,84,2018-12-07
42447,2024,41.182476,96.136760,drive,GOOGLE,84,2016-03-23
42546,2024,41.161419,96.146359,20'W of 'Truck Stops' door,GPS-DIF,83,2000-04-29
42574,2024,41.176356,96.131264,30'S of office entrance at 13902 Giles Rd.,GPS-DIF,83,2000-04-29
42638,2024,41.170581,95.967732,40'W & 10'S of guard shack at entrance,GPS-DIF,83,2000-04-29
42755,2024,41.139762,96.250462,25'W & 10'S of S door on W side,GPS-DIF,83,2000-04-29
42825,2024,41.171190,96.044200,drive,DIG-DOQ,83,2012-02-23
42934,2024,41.135821,96.041015,50'W & 25'N of W entrance door,GPS-DIF,83,2000-04-29
43012,2024,41.037675,96.358970,30' S of door,GPS-DIF,83,2000-04-29
43034,2024,41.058254,96.642915,"NW corner at intersection of 1st & Beach, E. sid",GPS-DIF,83,2009-10-07
43098,2024,41.235833,96.599153,drive into new hangar,DIG-DOQ,84,2015-02-11
43115,2024,41.212287,96.622582,50' E of front door. Now AMOCO,GPS-DIF,83,2000-04-29
43154,2024,41.192921,96.743152,"east side of scale, 25' e of entrance door",GPS-DIF,83,2000-04-29
43218,2024,41.226920,96.607182,"10' N of unleaded gasoline tank, SE corner of yard",GPS-DIF,83,2000-04-29
43254,2024,41.397193,96.610636,"50' E of pumps at corner of 1st & W Main, now MIOW",GPS-DIF,83,2000-04-29
43396,2024,41.214295,96.494558,"fireplug in NE corner of parking lot, 50' from NE",GPS-DIF,83,2000-04-29
43456,2024,40.888190,97.598270,easternmost driveway,DIG-DOQ,83,2010-06-30
43542,2024,41.868490,103.694577,north drive on Beltline Hwy,DIG-DOQ,83,2013-11-05
43547,2024,41.963176,103.931603,east drive,DIG-DOQ,83,2013-05-06
43551,2024,41.814850,103.446260,W side main feedlot entrance on N side Hwy 26,GPS-WAAS,83,2007-01-09
43555,2024,41.814160,103.636000,drive on Lockwood Rd,DIG-DOQ,83,2009-03-24
43562,2024,41.859034,103.687986,drive,DIG-DOQ,83,2013-05-06
43568,2024,41.916430,104.039930,at curb in front of entry to facility,GPS-WAAS,83,2005-09-22
43864,2024,41.838404,103.660775,south drive of circle drive,GOOGLE,84,2016-03-23
43947,2024,41.867107,103.597208,entrance road to airport,GOOGLE,84,2016-03-23
44001,2024,41.848913,103.661248,driveway,GOOGLE,84,2016-03-25
44041,2024,41.852583,103.657860,east driveway,GOOGLE,84,2016-03-25
44061,2024,41.963036,103.935831,drive,GOOGLE,84,2016-03-25
44104,2024,41.872800,103.678230,northeast drive,DIG-DOQ,83,2014-05-22
44141,2024,41.859420,103.633060,parking lot east of main office,GPS-WAAS,83,2010-01-11
44244,2024,41.891203,103.675984,drive,GOOGLE,84,2016-03-25
44320,2024,41.871737,103.675674,approximate southeast corner,GOOGLE,84,2016-03-25
44490,2024,41.887844,103.665632,north drive (main drive),DIG-DOQ,83,2014-07-28
44563,2024,41.796260,103.963450,"south drive at building, south end Rd 6",DIG-DOQ,83,2009-02-27
44613,2024,41.820468,103.643225,drive,GOOGLE,84,2024-01-18
44719,2024,41.857510,103.636470,drive south side building,DIG-DOQ,83,2010-01-15
44722,2024,41.864003,103.774006,main drive,GOOGLE,84,2016-03-28
44747,2024,41.808920,103.506100,middle drive,DIG-DOQ,83,2016-01-07
44771,2024,41.918499,104.035396,drive from Q St,GOOGLE,84,2016-03-28
44867,2024,40.897844,97.101465,6' off N edge of entrance rd 15' above outlet into,GPS-DIF,83,2016-03-28
44874,2024,41.006598,97.061152,30' SW of office door,GPS-DIF,83,2000-04-29
44875,2024,40.907939,97.096787,NW corner of 4th & Seward,GPS-DIF,83,2009-10-07
44876,2024,40.894881,97.344289,25' WNW of entrance,GPS-DIF,83,2000-04-29
44888,2024,40.952051,96.986624,Garland Propane SW corner of pumps,GPS-DIF,83,2000-04-29
44906,2024,40.774092,97.049599,"no pumps, 25' N of entrance",GPS-DIF,83,2000-04-29
45024,2024,40.870140,97.349730,north drive,DIG-DOQ,83,2013-05-08
45051,2024,40.903529,97.098877,drive,GOOGLE,84,2016-03-28
45068,2024,40.902050,97.337682,westernmost drive,DIG-DOQ,83,2014-12-08
45135,2024,40.785233,97.098807,west drive,DIG-DOQ,84,2014-12-01
45216,2024,40.894539,97.224840,W bldg by entrance,GPS-DIF,83,2000-04-29
45240,2024,40.887086,97.101232,"inside yard SW corner bldg, 20' SW of entrance",GPS-DIF,83,2000-04-29
45255,2024,40.878508,97.102312,30' ESE of front entrance,GPS-DIF,83,2000-04-29
45275,2024,40.746203,97.047212,"inside area, 12' NE of scale",GPS-DIF,83,2000-04-29
45333,2024,42.802460,102.201520,20 feet north of office door,GPS-WAAS,83,2005-10-20
45336,2024,42.801780,102.206570,parking lot 30 feet east of front door,GPS-WAAS,83,2005-10-20
45421,2024,42.802070,102.201810,parking lot 20 feet west of office door,GPS-WAAS,83,2005-10-20
45542,2024,42.718370,102.467410,east side at station,GPS-WAAS,83,2005-10-20
45608,2024,41.273667,98.972866,driveway entrance,GPS-DIF,83,2000-04-29
45624,2024,41.274662,98.972741,10'N of door,GPS-DIF,83,2000-04-29
45632,2024,41.275741,98.975278,"50'N of office, 20'W of propane filler",GPS-DIF,83,2000-04-29
45633,2024,41.274833,98.962318,middle sidewalk to building on north side O St,GOOGLE,84,2016-03-28
45667,2024,41.157111,99.150733,50'E of office door,GPS-DIF,83,2000-04-29
45675,2024,41.092103,99.080926,40'S of door,GPS-DIF,83,2000-04-29
45683,2024,41.248386,98.792146,"middle drive, 70'SE of scale",GPS-DIF,83,2000-04-29
45698,2024,41.263684,98.946357,gate,GPS-DIF,83,2000-04-29
45753,2024,41.949420,97.223370,10'S of bay doors on south side of building,GPS-WAAS,83,2006-01-30
45777,2024,42.007093,97.054652,35' S of door,GPS-DIF,83,2001-06-18
45853,2024,40.334917,97.567789,N end of old elevator bins,GPS-DIF,83,2000-06-20
45856,2024,40.140480,97.745647,"S side office, entrance gate",GPS-DIF,83,2000-06-20
45892,2024,40.310442,97.813318,15' E of door,GPS-DIF,83,2000-06-20
45902,2024,40.147195,97.731855,east drive,GOOGLE,84,2016-03-01
45961,2024,40.306710,97.680016,30' E of door,GPS-DIF,83,2000-06-20
45986,2024,40.007850,97.616144,20' E of door,GPS-DIF,83,2000-06-20
45996,2024,40.161754,97.565787,"middle drive, 80' S of office",GPS-DIF,83,2000-06-20
46027,2024,40.307762,97.812950,west drive on S Maple Ave,DIG-DOQ,84,2015-04-02
46043,2024,40.002838,97.766713,30' SW of door,GPS-DIF,83,2000-06-20
46055,2024,40.008225,97.618593,20' N of door by scale,GPS-DIF,83,2000-06-20
46121,2024,40.168330,97.594744,20' N of door,GPS-DIF,83,2000-06-20
46126,2024,40.167502,97.576339,drive to parking area,DIG-DOQ,83,2013-03-26
46147,2024,40.336093,97.573404,easternmost drive,GOOGLE,84,2016-03-28
46179,2024,41.981350,100.540640,W end E entrance driveway on north side Hwy 2,GPS-WAAS,83,2005-10-01
46231,2024,42.102958,96.716791,20' E of office door,GPS-DIF,83,2001-06-18
46289,2024,42.129005,96.540465,drive,DIG-DOQ,83,2014-02-13
46315,2024,42.230980,96.453470,main building,DIG-DOQ,83,2010-03-10
46371,2024,42.104722,96.708888,"roadside, 45' S of office door",GPS-DIF,83,2002-03-24
46372,2024,42.176434,96.705865,20' S of office,GPS-DIF,83,2001-06-18
46425,2024,42.135000,96.395540,north (main) drive,DIG-DOQ,84,2015-01-29
46624,2024,41.595165,98.916748,50'SE of main office in parking,GPS-DIF,83,2000-04-29
46646,2024,41.607261,98.928214,20'S of door to shop,GPS-DIF,83,2000-04-29
46659,2024,41.427784,99.127242,20'E of door,GPS-DIF,83,2000-04-29
46686,2024,41.545410,96.131743,40' W of door,GPS-DIF,83,2000-10-10
46901,2024,41.397600,96.206550,south drive,DIG-DOQ,83,2015-12-29
47178,2024,42.240900,96.998470,east entrance driveway to facility,GPS-WAAS,83,2008-01-03
47213,2024,42.228798,97.013020,S Windom/Fairground Ave on E side fac entrance~25',GPS-WAAS,83,2008-01-03
47215,2024,42.261430,97.018330,15 feet southwest of facility entrance,GPS-WAAS,83,2008-01-03
47232,2024,42.235150,96.998450,east driveway entrance off Centennial Rd,GPS-WAAS,83,2008-01-03
47265,2024,42.226586,97.017578,drive to propane tank,GOOGLE,84,2016-03-28
47310,2024,42.237374,96.998300,north drive,GOOGLE,84,2016-03-29
47332,2024,42.236044,96.996357,west drive to parking,GOOGLE,84,2016-03-29
47443,2024,40.089276,98.516533,drive between buildings on Locust St,GOOGLE,84,2016-03-29
47449,2024,40.077175,98.520614,drive,DIG-DOQ,84,2015-01-05
47508,2024,40.071150,98.330220,E side Hwy 78 ~75'NW of scale house,GPS-WAAS,83,2006-07-21
47643,2024,40.890130,97.594320,"entrance, southeast corner of property",GPS-WAAS,83,2013-06-26
47644,2024,40.874233,97.594390,NW corner of lot (main lot),GPS-DIF,83,2009-10-09
47650,2024,41.005557,97.606229,15' S of door,GPS-DIF,83,2000-08-09
47660,2024,40.756323,97.851234,W drive,GPS-DIF,83,2000-08-09
47663,2024,40.781090,97.811490,10 feet south of office door on south side of bldg,GPS-WAAS,83,2006-03-06
47761,2024,40.865114,97.622289,water well,UNKNOWN,,2009-02-09
47810,2024,40.892592,97.594816,70' E of entrance door,GPS-DIF,83,2018-08-28
47828,2024,40.872869,97.595798,40' S of truck unloading dock door,GPS-DIF,84,2015-06-23
47862,2024,41.005440,97.605990,50 feet southeast of pump island,GPS-WAAS,83,2005-11-10
47863,2024,40.882010,97.748232,"35' E of door, 15' E of NE corner of office",GPS-DIF,83,2000-08-09
47879,2024,40.746240,97.591040,northwest corner property,DIG-DOQ,83,2013-03-14
48013,2024,40.829403,97.598514,10' E of SE door,GPS-DIF,83,2000-08-09
48037,2024,40.885507,97.603191,60' W of door,GPS-DIF,83,2000-08-09
48052,2024,40.873440,97.597320,45' E & 30' N of SE corner,GPS-DIF,83,2000-08-09
48069,2024,40.843257,97.593770,25' SW of gate,GPS-DIF,83,2000-08-09
48073,2024,40.886697,97.602565,drive,DIG-DOQ,84,2014-12-08
48092,2024,40.863485,97.596541,"30' E of office door, SW of York & 3rd St",GPS-DIF,83,2000-08-09
48108,2024,40.785615,97.816937,40' S of door,GPS-DIF,83,2000-08-09
48112,2024,40.734530,97.520530,drive,DIG-DOQ,83,2013-03-14
48120,2024,40.894869,97.460595,20' NW of door,GPS-DIF,83,2019-12-20
48212,2024,40.301744,100.423436,site,UNKNOWN,83,2012-03-06
48371,2024,41.397193,96.610636,50' E of pumps at corner of 1st & W Main,GPS-DIF,83,2016-03-29
48422,2024,41.283580,96.233820,"dr N sd Waverly St/Blondo Pkwy,just E of 204/Hwy31",DIG-DOQ,83,2008-02-26
48518,2024,41.428415,96.461214,west side of entrance gate,GPS-DIF,83,2000-04-29
48526,2024,41.451010,96.512328,"20'N of E entrance, John T Siems building",GPS-DIF,83,2000-04-29
48534,2024,41.422090,96.415407,W side entrance gate,GPS-DIF,83,2000-04-29
48607,2024,41.451804,96.530478,at yard gate,GPS-DIF,83,2001-07-02
48716,2024,41.216643,96.609519,drive,GOOGLE,84,2016-02-24
48794,2024,40.980803,95.893850,25' E of entrance gate in parking area,GPS-DIF,83,2000-04-29
48804,2024,41.011125,95.887255,at curb 25' N of entrance,GPS-DIF,83,2000-04-29
48830,2024,41.350452,96.789582,driveway on south side of county road U,GPS-DIF,83,2000-04-29
48926,2024,41.211511,96.619772,driveway on Broadway,GOOGLE,84,2016-03-29
48963,2024,41.154351,96.151793,west (main) drive,DIG-DOQ,83,2014-06-16
49110,2024,41.258638,95.939492,Offset is .0001 degree,ADDMAT,83,1995-08-08
49127,2024,41.216093,96.064282,westernmost drive on I St,GOOGLE,84,2016-03-29
49138,2024,41.286780,99.920950,drive to east area of property,DIG-DOQ,83,2012-02-27
49293,2024,41.240110,95.974950,east drive on Frances St,GOOGLE,84,2020-12-14
49317,2024,41.092090,103.760650,site,UNKNOWN,83,2012-03-06
49447,2024,41.215380,96.030006,north drive,GOOGLE,84,2022-01-11
49585,2024,41.282531,95.930608,north drive,GOOGLE,84,2019-02-06
49971,2024,41.218182,96.000995,north drive to parking lot,GOOGLE,84,2016-03-29
50091,2024,41.023567,103.979800,well location found on the NOGCC Online GIS webste,UNKNOWN,83,2012-03-06
50093,2024,41.223300,96.029710,west drive,DIG-DOQ,83,2008-02-07
50285,2024,41.216801,96.042895,drive to customer parking,GOOGLE,84,2016-03-29
50345,2024,41.213620,96.023750,south drive to office and parking lot,DIG-DOQ,83,2008-01-29
50379,2024,41.215130,96.072560,parking lot on east side of building,GPS-WAAS,83,2021-09-21
50401,2024,41.219595,96.040824,drive on F Street,GOOGLE,84,2016-03-29
50719,2024,40.052000,101.099500,site,UNKNOWN,83,2012-03-01
50857,2024,41.285200,96.051190,east drive,DIG-DOQ,83,2008-02-27
50886,2024,41.657560,103.144930,site,UNKNOWN,83,2012-03-06
50975,2024,41.215820,96.133800,northernmost drive,DIG-DOQ,83,2016-01-29
51021,2024,41.159800,96.143230,southwest corner of property,GPS-WAAS,83,2006-11-21
51046,2024,41.158263,96.142547,"50'N & 30'E of door, E of new main entrance",GPS-DIF,83,2000-04-29
51068,2024,41.176786,96.137343,25'S of E side main gate,GPS-DIF,83,2000-04-29
51074,2024,41.654320,103.144970,site,UNKNOWN,83,2012-03-06
51278,2024,41.230433,96.150997,building,GOOGLE,84,2021-10-26
51381,2024,41.260273,96.083249,parking lot north of building,GOOGLE,84,2025-02-28
51417,2024,40.755430,96.653020,"east drive on Old Cheney,drive shared with Gas Sta",DIG-DOQ,83,2012-02-24
51438,2024,41.265411,96.081096,westernmost parking stall,GOOGLE,84,2016-03-29
51574,2024,40.389602,95.841254,20'N of door,GPS-DIF,83,2000-04-29
51630,2024,40.270683,96.746962,Across street north of building,GPS-DIF,83,2000-04-29
51709,2024,40.625777,96.960369,15' East of entrance,GPS-DIF,83,2000-04-29
51766,2024,40.137471,97.179096,"15"" W of SW corner of building",GPS-DIF,83,2000-06-20
51780,2024,40.128174,97.171427,25' N & 15' E of propane office door,GPS-DIF,83,2000-06-20
51855,2024,41.028414,97.401133,30' S of door to elevator,GPS-DIF,83,2000-08-09
51922,2024,40.183561,97.083867,25' NE of door to 200 S Broad St,GPS-DIF,83,2014-01-07
51966,2024,40.664506,95.868897,30' NE of entrance,GPS-DIF,83,2000-04-29
52069,2024,40.907855,97.096198,front entrance,GPS-DIF,83,2000-04-29
52172,2024,40.481476,96.959929,"10' SW of office door, S end of complex",GPS-DIF,83,2000-04-29
52229,2024,40.867161,97.588949,15' N & 5' E of SE corner of building,GPS-DIF,83,2000-08-09
52236,2024,40.901411,97.569264,60' NE of door by scale,GPS-WAAS,83,2018-08-29
52556,2024,40.844815,96.663061,drive,GOOGLE,84,2016-03-29
52806,2024,40.865251,96.637669,driveway into parking lot,DIG-DOQ,83,2014-05-21
52832,2024,40.819703,96.703556,building,GOOGLE,84,2016-03-29
52978,2024,40.814206,96.698897,building,GOOGLE,84,2016-03-29
53296,2024,40.844640,96.680220,"front entrnce,west side of building in parking lot",GPS-WAAS,83,2012-09-25
53316,2024,40.860461,96.677219,drive from N View Dr at S End 31 St,GOOGLE,84,2016-03-29
53320,2024,40.845100,96.690300,site,GPS-RAW,83,2012-01-04
53330,2024,40.844687,96.739620,east drive on Bond Cir,GOOGLE,84,2016-03-29
53419,2024,41.438840,97.344710,east parking stall,DIG-DOQ,83,2016-01-29
53477,2024,41.438049,97.325565,40' N of door,GPS-DIF,83,2000-08-09
53521,2024,41.438670,97.341512,W entrance to main parking lot,GPS-DIF,83,2001-04-05
53577,2024,41.726475,97.119974,10' SE of scale,GPS-DIF,83,2000-08-09
53601,2024,41.252675,97.127429,"NE corner of building, 20' N of door",GPS-DIF,83,2000-04-29
53621,2024,41.388139,97.494097,6' S of SW corner of scale,GPS-DIF,83,2000-08-09
53676,2024,41.700030,97.690670,N side Hwy 91 at junction Hwy 91 & W entrance gate,GPS-WAAS,83,2005-09-21
53680,2024,41.536811,97.677501,50' S of office,GPS-DIF,83,2000-08-09
53777,2024,41.194014,97.422197,30' S of door,GPS-DIF,83,2000-08-09
53796,2024,41.070593,97.202148,20' E/NE of entrance,GPS-DIF,83,2000-04-29
53804,2024,42.062284,97.393111,15' south of SW corner of manufacturing building,GPS-DIF,83,2000-05-02
53867,2024,42.017250,97.451870,visitor pkg lot outside of visitor/general office,GPS-WAAS,83,2005-09-12
53889,2024,42.033050,97.399420,50'S of south doors to the facility,GPS-WAAS,83,2007-03-09
54054,2024,42.597453,97.621603,gate,GPS-DIF,83,2001-07-31
54224,2024,41.745433,97.776108,20' southeast of fuel pumps,GPS-DIF,83,2000-05-02
54255,2024,42.707686,98.657478,10' W of gate,GPS-DIF,83,2000-04-29
54308,2024,42.350896,97.625138,east drive,GOOGLE,84,2016-03-29
54469,2024,42.828475,99.749053,S end of gate,GPS-DIF,83,2000-04-29
54582,2024,41.833424,96.712198,15' W of door,GPS-DIF,83,2001-06-18
54603,2024,42.176030,97.175170,30 feet west of facility entrance,GPS-WAAS,83,2007-03-09
54704,2024,40.909002,98.337166,north drive into parking lot,GOOGLE,84,2022-06-13
54706,2024,40.928185,98.342271,drive at gate on 4th St,GOOGLE,84,2016-03-29
54712,2024,40.921780,98.328530,20' north of entrance,GPS-WAAS,83,2005-09-01
54750,2024,40.934933,98.335012,drive to parking lot from Beal St,GOOGLE,84,2022-06-13
54858,2024,40.899147,98.378755,"E side parking, 30' E of entrance",GPS-DIF,83,2001-07-31
54867,2024,40.933332,98.329949,"curbside, W side of drive",GPS-DIF,83,2022-09-26
54877,2024,40.927530,98.334630,Quarter Section Centroid,LEGAL,83,2005-01-28
54993,2024,40.916744,98.381434,15 yds N office entrance,GPS-DIF,83,2001-07-31
55023,2024,40.800344,98.495382,N end of facility by scales,GPS-DIF,83,2001-07-31
55058,2024,40.866401,98.003076,50' E & 15' S of door,GPS-DIF,83,2000-08-14
55151,2024,41.782339,99.134903,15'N of W garage door,GPS-DIF,83,2000-04-29
55163,2024,41.005253,98.607608,"N side of drive, W off Hwy 11",GPS-DIF,83,2001-07-31
55284,2024,41.077607,97.887426,45' E of office door by scale - Elevator,GPS-DIF,83,2001-07-05
55328,2024,40.700381,99.065933,15 ft south of door,GPS-DIF,83,2001-07-31
55415,2024,40.678665,99.087945,20 yards SE of office,GPS-DIF,83,2001-07-31
55419,2024,40.679631,99.081425,site,GOOGLE,84,2023-02-22
55427,2024,40.680588,99.081896,SW corner of facility,GPS-DIF,83,2001-07-31
55449,2024,40.770200,99.718400,middle drive (between RR tracks) to front door,GPS-WAAS,83,2013-06-27
55544,2024,40.974840,99.084010,drive north side cemetery,DIG-DOQ,83,2016-03-29
55614,2024,40.818607,98.602790,Parking slab - SW corner of office bldg.,GPS-DIF,83,2001-07-31
